	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Achromobacter denitrificans	0.0	0.0	0.0	0.0	0.0	5.004819544975282e-05	0.0	2.0409156947291605e-06	0.0015864621893178213	7.542828531861872e-05	6.781260698960189e-06	0.0	0.0	0.0	0.0	0.0	1.5281736057798484e-05	0.0	0.0	0.0	0.0	0.0	2.079322029767945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.758235285246524e-06	3.4800498343136274e-06	0.0	0.0	0.0	6.126080815686767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus succinus	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.779354078810378e-06	5.62614215081085e-06	0.0	0.0	0.0	0.0	1.7217316170053047e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6310055879109867e-05	1.176506094045805e-05	1.3306684479881624e-05	2.160030931642941e-06	0.0	0.0002811776381078399	1.370176575461266e-05	0.011824943400728557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.297662404193567e-05	0.0
Enterococcus faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.288984624032715e-06	0.00012060823661480512	3.451497404663198e-05	0.00020309006400988464	0.00016989007883268985	0.0006844926789813404	0.0044865300721566356	0.0	0.006577367111120197	1.8732450651494914e-05	8.228232895560868e-05	0.010515484897272772	0.003535409690843041	0.000657606313020605	0.0003464919702500383	3.628880485072719e-05	0.0	0.00012035457504369394	0.00019880056989496703	0.0	0.0005384502423026091	0.0	0.003534236830528235	0.0	3.479253876389259e-05	0.001725693482252225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.888532786002195e-05	0.004284528279881592	0.003973375985692653	6.26408970176453e-05	0.002308548587041769	0.002497519020840225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8038396530855578e-05	0.0
Pseudomonas caspiana	0.0	0.0	0.0	5.977293117346219e-06	4.373440504006946e-06	8.341365908292136e-06	1.4314155148741965e-05	0.0	0.0	3.063992474113544e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0400167234689134e-05	1.6646120597814507e-05	6.195931560693201e-06	0.0	1.4468142055452772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037317298123311755	7.562906364412593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4203405419142473e-05
Pseudomonas viridiflava	0.0	0.0	3.6451561949429536e-05	1.6224081318511165e-05	2.361657872163751e-05	2.9034369796170702e-05	3.518896474065733e-05	0.0	0.0	7.479746333865417e-06	2.26042023298673e-06	0.0	0.0	0.0	0.0	0.0	6.7371094448358904e-06	0.0	0.0	0.0	0.0	0.0	6.489603787173841e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.9640476618864033e-05	3.6621465315191916e-05	1.8587794682079602e-05	1.857889463294321e-06	5.6968309343345286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.022448328223381e-06	0.010594904958231916	7.033502918903712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.808331424142915e-05	0.0	0.0	0.0	9.009045350458587e-05
Pseudomonas huanghezhanensis	0.0	0.0	0.0	8.82362317322537e-06	1.3411884212287969e-05	3.865902276727701e-05	3.0417579691076676e-05	0.0	0.0	8.020450888120747e-06	5.042475904355013e-06	0.0	0.0	0.0	0.0	0.0	6.4084699597219445e-06	0.0	0.0	0.0	0.0	0.0	1.9866134042368902e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.2220196500759732e-05	1.997534471737741e-05	7.149151800799847e-06	1.4291457409956314e-06	2.7127766353973946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016539861065167054	2.8209517730084886e-06	0.010475598194824373	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	2.8237306322332887e-05
Streptococcus pyogenes	0.0	0.0	0.0	0.0	1.5161260413890746e-05	3.3686285398872087e-06	0.0	2.5219886799153194e-05	0.0	6.605607304485965e-05	1.3214764438999344e-05	0.0	1.725611795751278e-05	0.0	0.0	0.0	3.286394851139459e-06	0.0	2.804182718943576e-06	6.30672176238241e-05	0.0	0.0	4.502990382936951e-06	0.0	0.0007325930654833544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015080383483684885	0.0	0.0	0.0	0.0	0.0	3.785280476495199e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001065618058473915	0.00022493967526890515	0.00048427452985014394	0.0	0.0	0.0	0.0	0.0	0.0	9.681362167656989e-05
Pseudomonas sp. B111	0.0005193247220639004	0.2505792457480897	0.0	4.6110546905242255e-05	0.0	0.01320341976752934	0.021988331577861252	2.172117417961749e-05	0.0	0.003318574201742096	0.0018019026826493446	0.0	0.0	0.16374801000682285	0.0	0.0	0.00501306670592813	0.0	0.0	0.0	0.03279263480929417	0.0	0.0010005909512673136	0.33126596132798247	0.2626189155529508	0.13578078923826248	0.2230953450082323	0.08081648636741887	0.17994269340974212	0.0005805893358765209	0.3985999185766901	0.15765786161243875	0.020863527014498826	0.3409960230694525	0.09532524975215435	0.02495822850076177	0.009531635168447001	0.0	0.0	0.0	0.010747897612336584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02692778457772338	0.003727871068835507	0.0	0.0	0.0	8.269496851540345e-05
Serratia sp. FS14	0.0	0.0	0.0	0.0	0.0	3.095930039039196e-05	2.266407898550811e-05	0.0015929346997361096	0.0	6.912006551897318e-05	0.00015283918344579503	0.0017514858127274928	4.690124367939372e-05	0.0	0.0	0.0	1.9718369106836753e-05	3.410848678929078e-05	7.210755562997768e-05	4.010054299780723e-05	0.0	0.0	0.001114092797096048	0.0	0.0	0.0037937775421622876	0.015491692860350247	0.010083704537667042	0.0190749079001228	5.824093651425915e-05	8.798663744559096e-05	8.531321148954485e-05	0.07483493009405065	3.526609626016613e-05	0.02188667734309464	0.00020158867381789565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024363632511678653	0.0	0.0	0.0	0.00463864922534558	0.0	0.0
Serratia ureilytica	0.0	0.0	0.0	1.1100687217928692e-05	0.0	0.00023468112161214222	9.363843159802036e-05	0.00753957991540696	0.0003154369265310288	0.00038317929411561146	0.0006836901812387555	0.008443677613702145	2.5220480091749452e-05	0.0	0.0	0.0	8.922562020843631e-05	0.00019339863643412297	0.0004172223288256764	0.00018118154427191084	0.0	0.0004593033094012135	0.005653769307564574	0.0	0.00025117476530857867	0.0019714389847917562	0.007184553210597216	0.004111801850310833	0.008432255423659435	2.1060338650245496e-05	4.7560344565184306e-05	2.9549827443306033e-05	0.03179634901854131	3.617035513863193e-05	0.00678715778235339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5013234477797155e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002690416550700436	0.0	0.0
Serratia surfactantfaciens	0.0	0.0	0.0	0.0	0.0	8.71031093885121e-05	3.578538787185491e-05	0.0026556686579200794	0.00011133067995212781	0.00013652789994947115	0.0002350837042306199	0.0029905754094311328	9.291755823276114e-06	0.0	0.0008789128524102495	0.0	2.957755366025513e-05	6.716207192530453e-05	0.00012178164950840674	6.707727192360482e-05	0.0	0.00020144881991281295	0.0020538933781937127	0.0	0.00012035457504369394	0.00029820085484245055	0.000972908247268373	0.0013216505947427676	0.001391731477691363	1.0660171415556362e-05	8.560862021733175e-06	1.2391863121386402e-05	0.006998383779081508	0.0	0.0019827651948448105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8938969946840624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus simulans	0.0001713771582810871	0.0	0.0	0.0	0.0	5.453970016960243e-06	3.3399695347064585e-05	7.726323701474678e-06	0.00036182470984441535	4.32563643404265e-06	8.885190300432453e-05	0.0008237734257270386	0.023150630865973944	0.027084582463249737	0.003515651409640998	0.01952128828492725	7.345092492296691e-05	0.0006062168167498692	0.011040668260777776	0.0337540852428179	0.002367382726874178	0.0838107670365267	9.535744340337072e-06	0.0012769062385990515	0.0006488681437138282	0.0005632682813690732	0.0	0.0	0.0012279983626688497	0.00010452168070862579	0.0	0.0	2.000804037393884e-05	0.0	0.0	0.00010854774744040535	0.0	0.0	0.000145623998835008	0.0	4.67841076532362e-05	0.0009616658507852667	0.0003929907483058373	0.0	0.0019480355200242872	0.0006119748594111809	0.00011102460192340551	0.0	0.0	0.0	0.000548747027620267	0.0	0.0	0.0	0.0	0.0013219094247246023	0.0	0.0	0.0	0.00015152253085918687	0.0
Staphylococcus sp. MZ9	0.0032282523035297205	0.0	0.0	0.0014376813112245595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.588775260487129e-05	0.0007145802692662345	0.0	0.0	0.003155807452305145	0.003598602361997707	0.00426742882139003	0.000603900778401063	0.001778276806757306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010777188032848057	0.0	0.0	0.0010971075902012398	0.03260946120436671	0.0	0.02490170380078637	0.0	0.028899272957798587	0.022581244139848723	0.021198435488750084	0.0	0.02346497330938346	0.0	0.004167754748064827	0.0	0.0	0.0	0.0429699408572648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009275343496165938	0.0
Staphylococcus sp. MZ8	0.001902026794559035	0.0	0.0	0.0001485784289168917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002456986900965e-05	0.00017256117957512783	0.0	0.0	0.000833030955021439	0.0005212222233907181	0.0007039710366202076	0.00014000883718153997	0.0003838715616062819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002924032186077062	0.0	0.0	0.0	0.008252142270219509	0.0	0.009196715618733968	0.0	0.007577308591836989	0.005430342910604463	0.003882003418930799	0.0	0.0	0.0	0.0016057260485074748	0.0	0.0	0.0	0.007347112980915798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006656168319885709	0.0
Staphylococcus sp. NRL 16/872	9.088182636118255e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152207809676523	0.0	0.0	1.788716774585912e-05	1.3638538632228753e-05	3.4460120673716454e-05	0.00012999389889959865	0.015908249957621017	0.002367382726874178	0.00024173858389537554	2.6488178723158535e-06	0.0	7.325930654833545e-05	0.0	0.0	0.0	0.0	4.68007525561011e-06	0.0	0.0	4.859095519385147e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.654871937311663e-05	0.00010556636354039421	0.0	0.0003099147418220457	0.0	5.903849067796337e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus sp. IVB6181	5.193247220639003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6813653394499635e-05	0.0	0.0	3.066371613575849e-05	1.2323980691772971e-05	1.512025703030416e-05	1.0415535813218997e-05	2.697672892579759e-05	0.0	8.863748076163769e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2866331855930106e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9615627780488967e-05	4.0410426708529826e-05	4.879117642623262e-05	0.0	0.0	0.0	1.4104758865042442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.199582230736345e-05	0.0
Staphylococcus sp. 17KM0847	3.245779512899377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.751190989494053e-06	1.2307185954898734e-05	2.2032864220270955e-06	6.197356645115663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2748235831390078e-05	2.1995548714769397e-05	1.9516470570493048e-05	0.0	0.0	0.0	5.641903546016977e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.493822751108009e-05	0.0
Staphylococcus sp. FSL W8-0305	0.00022525709819521677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.855088388161761e-05	1.2816939919443889e-05	1.1603918186047378e-05	1.1216730875774304e-05	2.260212423512771e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009404034850297294	0.00021432871887182273	0.0	0.0	0.0	0.0	1.370176575461266e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005177019804355551	0.0
Staphylococcus argenteus	0.0027946161606063635	0.0	5.7714973086596764e-05	0.00011157613819046274	4.373440504006946e-06	0.0	0.0	0.0	0.0	0.0	2.9559341508288005e-06	2.8578817609018737e-05	0.00019866658879290358	0.00020675253788740258	0.0	0.0010195685615139699	0.0009052374617463639	0.001163556523564569	0.0002035035458890481	0.0004961530820001422	0.000920648838228847	0.0005640566957558763	0.0	0.0	0.00011512176743309855	0.001027136277790663	0.0	0.0	0.0	0.0	0.0	8.102372040906493e-06	0.00012590773978171513	0.0	0.0	0.0009846831374951057	0.0019368470477755604	0.0	0.0030132965912782425	0.0	0.0027117613959004245	0.0023750077368063795	0.0020634232066803104	0.0	0.002194702355352038	0.0015382070790605359	0.0008212999590559	2.8576470277256057e-06	0.0	0.0	0.002088287299554905	0.0004202437413699946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030791542878170473	0.0
Staphylococcus simiae	0.0003025066506022219	0.0	0.0	2.7324768536439856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7157635218037475e-06	5.3538212124590945e-05	0.0	0.0	0.000264474551670917	0.00021838093785821704	0.0002827136430782452	4.206274078415364e-05	0.00013998735010143615	0.0	0.00015310110313373785	0.0	0.0	5.756088371654928e-05	0.0002816341406845366	0.0	0.0	0.0	0.0	0.0	0.0	3.10124625796052e-05	0.0	0.0	0.000310136421258301	0.0003873694095551121	0.0	0.0004928812268261809	0.0	0.0006536898711548507	0.0005253355472108876	0.0004337979140441409	0.0	0.0005818807397475143	0.0005623552762156798	0.0002329300178284152	0.0	0.0	0.0	0.00035058837875739284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010209732436464258	0.0
Staphylococcus arlettae	9.412760587408193e-05	0.0	0.0	8.538990167637454e-06	0.0	1.7645197113694902e-06	0.0	2.915593849613086e-06	0.0	0.0	1.6518455548749178e-05	0.000168483121658092	0.004664461423284609	0.004176401265325532	0.000946521533364884	0.004197096146081943	7.624436054643545e-05	0.00021344176784638663	0.00203864083667198	0.00630234715769174	0.0	0.017115091739792587	0.0	0.0	0.0001308201902648847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1584120876003456e-05	0.0	0.0	0.00013956138956623546	0.00023476933912431035	0.0	0.000145623998835008	0.0	0.00023864187023118645	0.00015550341416953247	0.00015347042766796805	0.0	0.0004364105548106358	0.0004134965266291763	0.00012573385045409264	6.304683754919618e-05	0.0	0.0	0.00019815864886287422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003517487323516838	0.0
Staphylococcus pasteuri	0.0001136022829514782	0.0	0.0	4.838761094994558e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6380447023709603e-06	4.380399173830168e-05	0.0	0.0	0.00018014933229758113	0.0001160097382452229	0.00017581694221283908	3.7055271643182974e-05	9.551220241295904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.574070408579905e-06	0.0	0.0	8.141081058030402e-05	0.0002699847399929569	0.0	0.00020163322915616494	0.0	0.0001244714790774174	0.0001345309142321942	0.00013040550790283993	0.0	0.00018341892883345562	0.0	5.480706301845064e-05	6.786911690848314e-06	0.0	0.0	0.0002134016218523261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003481410530455127	0.0
Staphylococcus saccharolyticus	5.063416040123028e-05	0.0	0.0	8.82362317322537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.793482341236534e-07	1.1061614075328708e-05	0.0	0.0	8.176990969535599e-05	7.065748929949836e-05	0.00013291760831290634	1.682509631366146e-05	5.650531058781928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.431959871874226e-06	0.0	0.0	6.978069478311773e-05	0.00017607700434323277	0.0	0.0001568258448992394	0.0	0.0002021588505015986	0.00019028707260219105	0.0001481477538760154	0.0	0.00022769246337946215	0.00026463777704267285	7.979263586509725e-05	0.0	0.0	0.0	0.00018291567587342235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003409256944331704	0.0
Staphylococcus lugdunensis	0.00014021767495725308	0.0	0.0	8.82362317322537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78119740673171e-06	0.00021061313199425858	0.0	0.0	0.00016609512906869183	7.657300003154939e-05	0.0001075999686342575	9.61434075066369e-05	0.006830580674090128	0.0007014467338886454	0.00022562267830235051	0.0	0.0	8.372492176952623e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.289045297774663e-06	0.0	0.0	5.0397168454473913e-05	0.0	0.0	0.00011201846064231385	0.0	0.00011245354316649434	0.00028849975523558	0.0003149248660238651	0.0	0.0013218812457307663	0.0002150181938471717	7.898664964423769e-05	0.0	0.0	0.0	0.00019815864886287422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002615567496974059	0.0
Staphylococcus haemolyticus	0.0011996401079676098	0.0	0.0	6.261926122934134e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0288374339246745e-05	0.00044025224019808253	0.00033080406061984413	0.0	0.0003539103904002126	7.180772749739718e-05	0.00010021565706131827	0.00010535715072602293	0.00033684456118158074	0.0	0.0013053883530350279	0.0	0.0	0.0003192012642463187	0.00018223385573705312	0.0	0.0012237505506877478	0.0	0.0	0.0	0.0	2.4581306745124863e-05	0.0	0.0	0.00020158867381789565	0.00016433853738701725	0.0	0.0003696609201196357	0.0	0.00016996795074019754	0.0016476200560528425	0.0015276073782904103	0.0	0.0009107698535178486	0.0007442937479325174	0.00019686213444494952	5.536691116218361e-06	0.0	0.0	0.0010365221632827268	0.0002101218706849973	0.0	0.0	0.0	0.0	0.0	0.0	0.0014843677521105853	0.00043111767708744835	0.0
Staphylococcus warneri	0.0009367319674227602	0.0	0.0	5.692660111758303e-06	0.0	0.0	0.0	2.1866953872098148e-06	0.0	0.0	0.0	2.550109878958595e-06	6.636968445197225e-05	0.0	0.0	0.00012521017422101384	7.279364595273902e-05	9.599605044821014e-05	0.00011677418036743606	0.013275102484228639	0.001841297676457694	0.00029008630067445067	2.5163769787000607e-06	0.0	5.232807610595389e-05	0.00021536728405288096	0.0	0.0007832003524401586	0.0	0.0	1.2365689586947919e-05	6.195931560693201e-06	6.559778951169948e-05	0.0	0.0	9.691763164321906e-05	0.0001291231365183707	0.0	0.00019043138309193355	0.0	0.000193574610565225	0.0013125715814441459	0.0009154998922158557	0.0	0.0011068383636501631	0.0	0.0006121465347428421	7.858529326245416e-06	0.0	0.001659533583719102	0.0004115602707152003	0.00018010446058714055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001839916446147269	0.0
Staphylococcus nepalensis	2.9861171518674268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.286305408721499e-06	1.6813653394499635e-05	0.0	0.0	7.921460001737611e-05	6.079830474607999e-05	9.1776443835102e-05	1.782659014185559e-05	4.338149651580964e-05	0.0	0.0	0.0	0.0	0.0	0.00021536728405288096	0.0	0.0	0.0	0.0	0.0	0.0	7.574472427276847e-06	0.0	0.0	0.0	0.00011738466956215518	0.0	0.0	0.0	0.00010344009123330204	9.514353630109553e-05	0.00010201791434575911	0.0	0.0001644445568851671	0.00016539861065167054	4.715019392028474e-05	1.000176459703962e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000832313341493268	0.0	0.0	0.0	0.00013889565328758797	0.0
Staphylococcus devriesei	1.817636527223651e-05	0.0	0.0	3.130963061467067e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0552178809483842e-06	1.0176684949302411e-05	0.0	0.0	6.771570646646668e-05	5.849782835028237e-05	7.524965126709511e-05	9.414041985024862e-06	4.884975237914699e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.857889463294321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6181931805939522e-05	3.4783658432658584e-05	1.8629358271834272e-05	0.0	0.0	0.0	4.916515947243366e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012987645502216018	0.0
Staphylococcus casei	2.531708020061514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.154403173602951e-05	2.610540921777575e-05	0.0004962060909297661	0.0	0.0014015873583719612	4.288745280736994e-05	7.349148184496674e-05	1.722569384493911e-05	5.21307058971494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.001206056090826e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.476617174231313e-05	2.0972499937338264e-05	2.3952032063786922e-05	0.0	0.0	0.0	5.118012502458258e-05	0.0004129299955063501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.395742577650788e-05	0.0
Staphylococcus pettenkoferi	0.00012528708919791595	0.0	0.0	2.8463300558791516e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9897839960204217e-06	1.2389007764368151e-05	0.0	0.0	7.665929033939623e-05	4.3380412035040854e-05	7.06784107695613e-05	2.103137039207682e-05	5.067250433359277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.001608074787768e-06	0.0	0.0	4.6520463188745146e-05	0.0	0.0	0.0	0.0	3.519538373913182e-05	5.5756158369996844e-05	5.943652401013792e-05	0.0	9.487185974144256e-05	0.0	4.3724752481631574e-05	0.0	0.0	0.0	0.0004877751356624596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001461110118999302	0.0
Staphylococcus piscifermentans	0.00010061916489988069	0.0	0.0	3.7002290726428973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4948919980102108e-06	4.424645630131483e-06	0.0	0.0	3.8329645169698114e-05	3.286394851139459e-05	5.9074492583513926e-05	7.411054328636594e-06	1.6404767590012047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.573266371186021e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.768737142418121e-05	5.677920714742798e-05	4.612983953025629e-05	0.0	6.957269714372455e-05	0.0	3.304543505524229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.576126542959343e-05	0.0
Staphylococcus felis	0.000671876359170171	0.0	0.0	4.269495083818727e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.672830575360188e-07	4.424645630131483e-06	0.0	0.0	4.982853872060755e-05	4.19015343520281e-05	5.8722858699088246e-05	1.281912100088492e-05	3.2080434398245786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1461307236751e-06	0.0	0.0	5.0397168454473913e-05	0.0	0.0	0.00012322030670654523	0.0	0.00012962202303924158	0.00011867365818201163	9.758235285246524e-05	0.0	0.00018341892883345562	0.00019847833278200462	5.178461469022726e-05	0.0	0.0	0.0	0.0003658313517468447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001406994929406735	0.0
Staphylococcus pseudintermedius	0.00016163981974238897	0.0	0.0	3.984862078230813e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.908185668048328e-05	7.69888339642878e-05	0.0006822833750284285	0.0	0.0010093473228020503	3.072779185815394e-05	4.078953059337867e-05	0.000335500432445035	0.0008639844264073012	0.0	0.0002739703950814256	2.7812587659316462e-06	0.0	0.00011512176743309855	0.00023193399821079487	0.0	0.0	0.0	0.0	0.0	0.0	1.0718593057467237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0948103548252655e-05	0.0003938737793109869	0.00031758620291984143	0.0	0.0009297442254661371	0.0006119748594111809	6.165794589575697e-05	1.1251985171669572e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020744156010483916	0.0
Staphylococcus delphini	3.115948332383402e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.752039319170927e-06	0.0	0.0	2.299778710181887e-05	9.859184553418376e-06	1.2658819839324412e-05	7.811651859914248e-06	1.2030162899342168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3020530970138e-05	0.0	0.0	1.4291457409956314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1460599840934035e-05	3.682975598752085e-05	3.9032941140986095e-05	0.0	0.0	0.0	1.9142172745414745e-05	0.0	0.0	0.0	0.0002438875678312298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.921118091970569e-05	0.0
Staphylococcus kloosii	4.5440913180591276e-05	0.0	0.0	2.8463300558791516e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.849291260262966e-06	0.0	0.0	4.47179193646478e-05	3.746490130298983e-05	5.098691324172333e-05	1.1617328407051959e-05	1.5675666808233736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8586935006882055e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.511209944326913e-05	5.7290731536143546e-05	4.435561493293875e-05	0.0	0.00014547018493687858	0.0	2.7202034954010425e-05	9.82316165780677e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001334841343283313	0.0
